MetaTest/Average/EpisodeMeanInPlaceReward,TotalEnvSteps,MetaTest/push-v2/TerminationRate,MetaTest/Average/EpisodeMeanGraspReward,Average/MinReward,MetaTest/Average/EpisodeMeanMinGraspReward,push-v2/EpisodeMeanMaxInPlaceReward,push-v2/EpisodeMeanMinInPlaceReward,push-v2/EpisodeMeanInPlaceReward,MetaTest/push-v2/MinReturn,MetaTest/Average/MinReward,MetaTest/Average/NearObject,MetaTest/push-v2/EpisodeMeanMaxInPlaceReward,MetaTest/Average/EpisodeMeanMinInPlaceReward,MetaTest/push-v2/MinReward,Average/MaxReturn,Average/AverageReturn,MetaTest/push-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/Iteration,MetaTest/push-v2/StdReturn,push-v2/AverageReturn,Average/SuccessRate,push-v2/MaxReward,MetaTest/Average/AverageReturn,MetaTest/push-v2/GraspSuccessRate,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,Average/MaxReward,MetaTest/push-v2/Iteration,push-v2/AverageDiscountedReturn,MetaTest/push-v2/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/push-v2/NearObject,MetaTest/Average/NumEpisodes,MetaTest/Average/GraspSuccessRate,MetaTest/Average/EpisodeMeanMaxGraspReward,Average/EpisodeMeanGraspReward,MetaTest/Average/AverageDiscountedReturn,Average/EpisodeMeanInPlaceReward,MetaTest/push-v2/SuccessRate,push-v2/TerminationRate,MetaTest/Average/TerminationRate,Average/EpisodeMeanMaxInPlaceReward,policy/KL,MetaTest/push-v2/EpisodeMeanMinGraspReward,push-v2/NumEpisodes,policy/KLBefore,Average/Iteration,MetaTest/push-v2/MaxReturn,push-v2/EpisodeMeanMaxGraspReward,Average/MinReturn,policy/Entropy,MetaTest/push-v2/EpisodeMeanInPlaceReward,push-v2/MinReturn,push-v2/SuccessRate,policy/LossAfter,LinearFeatureBaseline/ExplainedVariance,MetaTest/push-v2/AverageDiscountedReturn,push-v2/EpisodeMeanGraspReward,Average/StdReturn,MetaTest/push-v2/AverageReturn,Average/NumEpisodes,MetaTest/push-v2/EpisodeMeanMinInPlaceReward,MetaTest/Average/MaxReward,Average/AverageDiscountedReturn,push-v2/GraspSuccessRate,Average/TerminationRate,Average/EpisodeMeanMaxGraspReward,MetaTest/Average/EpisodeMeanMaxInPlaceReward,MetaTest/push-v2/EpisodeMeanGraspReward,push-v2/MinReward,push-v2/NearObject,Average/EpisodeMeanMinInPlaceReward,MetaTest/push-v2/MaxReward,push-v2/StdReturn,Average/GraspSuccessRate,policy/LossBefore,push-v2/Iteration,policy/dLoss,push-v2/MaxReturn,Average/EpisodeMeanMinGraspReward,MetaTest/Average/MinReturn,Average/NearObject,push-v2/EpisodeMeanMinGraspReward
0.16434518681585172,550000,0.0,0.009352090043916277,6.447493540592063e-06,0.00041486060773081437,0.16286165713505793,0.15582052443858466,0.1592915066035577,1.0553057862919035,3.829398134047709e-06,0.06,0.18287436729764436,0.14911602053877496,3.829398134047709e-06,945.6052577833883,473.43089391616974,0.11786517587956091,1,193.88622621113245,473.43089391616974,0.0,11.050800182785627,222.4292023554288,0.0,0.02,849.6438479820991,11.050800182785627,1,160.2897158424971,50,193.88622621113245,0.06,50,0.0,0.11786517587956091,0.008926234592791835,222.4292023554288,0.1592915066035577,0.02,0.0,0.0,0.16286165713505793,0.0069398256,0.00041486060773081437,100,0.0,10,849.6438479820991,0.04615718939608005,15.021279855427256,5.534669,0.16434518681585172,15.021279855427256,0.0,-0.21335816,0.6001085316978906,222.4292023554288,0.008926234592791835,223.35379520561509,222.4292023554288,100,0.14911602053877496,22.3971552041741,160.2897158424971,0.0,0.0,0.04615718939608005,0.18287436729764436,0.009352090043916277,6.447493540592063e-06,0.01,0.15582052443858466,22.3971552041741,223.35379520561509,0.0,0.00064541015,10,0.21400358,945.6052577833883,0.0015294114916662525,1.0553057862919035,0.01,0.0015294114916662525
,600000,,,6.23922205227347e-08,,0.1803407861022033,0.13793070983036812,0.1540235183378069,,,,,,,960.1558761802357,388.3112560012558,,,,388.3112560012558,0.0,22.351706562818347,,,,,22.351706562818347,,113.75201601612976,,,,,,,0.012876877273425237,,0.1540235183378069,,0.0,,0.1803407861022033,0.006887278,,100,0.0,11,,0.11141103917271593,1.3446261916758377,5.5219426,,1.3446261916758377,0.0,-0.16803391,0.6363646727833898,,0.012876877273425237,292.89577176165994,,100,,,113.75201601612976,0.0,0.0,0.11141103917271593,,,6.23922205227347e-08,0.08,0.13793070983036812,,292.89577176165994,0.0,0.0014057813,11,0.16943969,960.1558761802357,0.0012897103181124564,,0.08,0.0012897103181124564
,650000,,,1.5229235584273737e-07,,0.16803229741788603,0.14615443507128512,0.15445455538923325,,,,,,,985.5083966775318,323.14205368958085,,,,323.14205368958085,0.0,22.069725410245006,,,,,22.069725410245006,,123.16301645327175,,,,,,,0.013315760233086118,,0.15445455538923325,,0.0,,0.16803229741788603,0.007079652,,100,0.0,12,,0.10139634892671592,12.130088449352742,5.526328,,12.130088449352742,0.0,-0.24024312,0.5342682467331208,,0.013315760233086118,195.934522321916,,100,,,123.16301645327175,0.0,0.0,0.10139634892671592,,,1.5229235584273737e-07,0.08,0.14615443507128512,,195.934522321916,0.0,-0.00045921875,12,0.2397839,985.5083966775318,0.0010624630370808128,,0.08,0.0010624630370808128
,700000,,,1.3951059462617186e-08,,0.1751696691427286,0.14318811952180302,0.15570762787644102,,,,,,,1166.7318435296265,324.366378795291,,,,324.366378795291,0.01,21.961678978623233,,,,,21.961678978623233,,102.12274122949671,,,,,,,0.01048408741230489,,0.15570762787644102,,0.0,,0.1751696691427286,0.008452798,,100,0.0,13,,0.09004061362817868,1.4591481487120823,5.506185,,1.4591481487120823,0.01,-0.19652005,0.6348929436766471,,0.01048408741230489,291.6256812336902,,100,,,102.12274122949671,0.0,0.0,0.09004061362817868,,,1.3951059462617186e-08,0.07,0.14318811952180302,,291.6256812336902,0.0,-0.0010822265,13,0.19543782,1166.7318435296265,0.0013563869294449845,,0.07,0.0013563869294449845
,750000,,,2.6774197505419724e-09,,0.2293466687247054,0.14007833567554784,0.18154789324880163,,,,,,,1155.4065713599314,405.5533407038196,,,,405.5533407038196,0.01,22.38586563141275,,,,,22.38586563141275,,107.26357552873114,,,,,,,0.021757203239799416,,0.18154789324880163,,0.0,,0.2293466687247054,0.006448323,,100,0.0,14,,0.1587351386679977,1.1967420810263028,5.472191,,1.1967420810263028,0.01,-0.1624136,0.5509828474168148,,0.021757203239799416,304.23104346294735,,100,,,107.26357552873114,0.0,0.0,0.1587351386679977,,,2.6774197505419724e-09,0.13,0.14007833567554784,,304.23104346294735,0.0,-0.00055890623,14,0.16185468,1155.4065713599314,0.0016532472899532249,,0.13,0.0016532472899532249
,800000,,,1.3592393253452204e-08,,0.19901156386604954,0.14595710009879967,0.16860554297826716,,,,,,,1891.3466023006022,479.9595061954766,,,,479.9595061954766,0.0,22.38856810551754,,,,,22.38856810551754,,119.69321751428647,,,,,,,0.015410996201844284,,0.16860554297826716,,0.0,,0.19901156386604954,0.0048296223,,100,0.0,15,,0.12051720590471565,0.39914903686719616,5.4561105,,0.39914903686719616,0.0,-0.21007624,0.7515545570356623,,0.015410996201844284,490.44494961145165,,100,,,119.69321751428647,0.01,0.0,0.12051720590471565,,,1.3592393253452204e-08,0.1,0.14595710009879967,,490.44494961145165,0.01,-3.03125e-05,15,0.21004593,1891.3466023006022,0.0019757499343812765,,0.1,0.0019757499343812765
,850000,,,5.1846167617846276e-08,,0.19864749788537228,0.13295017960988748,0.15703131775021345,,,,,,,1584.8210248693679,351.88926754852054,,,,351.88926754852054,0.01,22.395964540693825,,,,,22.395964540693825,,108.61253916915356,,,,,,,0.019902053511827306,,0.15703131775021345,,0.0,,0.19864749788537228,0.006916786,,100,0.0,16,,0.14541865956209812,0.7993514906652008,5.4480767,,0.7993514906652008,0.01,-0.19326797,0.5357985654326203,,0.019902053511827306,247.01324137123024,,100,,,108.61253916915356,0.0,0.0,0.14541865956209812,,,5.1846167617846276e-08,0.1,0.13295017960988748,,247.01324137123024,0.0,0.00011683594,16,0.19338481,1584.8210248693679,0.0018935666315641555,,0.1,0.0018935666315641555
,900000,,,6.0046170615161725e-09,,0.18413050635097925,0.12528443510703896,0.14680613551540536,,,,,,,1400.6554924452223,360.5838265899472,,,,360.5838265899472,0.02,22.42459731777309,,,,,22.42459731777309,,106.8494730362224,,,,,,,0.024454690052452918,,0.14680613551540536,,0.0,,0.18413050635097925,0.006278697,,100,0.0,17,,0.19087868779272374,1.4787712224767224,5.4357324,,1.4787712224767224,0.02,-0.15992093,0.5743869602513956,,0.024454690052452918,276.7475037283358,,100,,,106.8494730362224,0.0,0.0,0.19087868779272374,,,6.0046170615161725e-09,0.14,0.12528443510703896,,276.7475037283358,0.0,-0.000288125,17,0.1596328,1400.6554924452223,0.0016770181665542972,,0.14,0.0016770181665542972
,950000,,,1.0632409694159078e-08,,0.1890826164594154,0.12495776959923076,0.15159467120014056,,,,,,,1873.187312320824,466.0620043105563,,,,466.0620043105563,0.01,22.414984534714524,,,,,22.414984534714524,,121.07368064227748,,,,,,,0.02425380173439127,,0.15159467120014056,,0.0,,0.1890826164594154,0.0056300987,,100,0.0,18,,0.18010761305544334,1.0087191827023099,5.4191823,,1.0087191827023099,0.01,-0.16826625,0.6384711268475451,,0.02425380173439127,381.31309531126374,,100,,,121.07368064227748,0.0,0.0,0.18010761305544334,,,1.0632409694159078e-08,0.14,0.12495776959923076,,381.31309531126374,0.0,-0.001370625,18,0.16689563,1873.187312320824,0.0019868741122715788,,0.14,0.0019868741122715788
,1000000,,,2.6797812249563242e-08,,0.2098055671633974,0.12850768910049848,0.15908737113410312,,,,,,,2122.8998099403557,515.06396750266,,,,515.06396750266,0.02,22.404315730997585,,,,,22.404315730997585,,132.44178604289863,,,,,,,0.030312106380808793,,0.15908737113410312,,0.0,,0.2098055671633974,0.0047250004,,100,0.0,19,,0.1840553375974125,1.0024049411172735,5.387286,,1.0024049411172735,0.02,-0.19202156,0.7702489447872232,,0.030312106380808793,531.0938054140474,,100,,,132.44178604289863,0.0,0.0,0.1840553375974125,,,2.6797812249563242e-08,0.17,0.12850768910049848,,531.0938054140474,0.0,-0.000428125,19,0.19159344,2122.8998099403557,0.001976677336854794,,0.17,0.001976677336854794
0.1656388484233982,1050000,0.0,0.022234198758178846,1.6126118747352637e-08,0.0009403481299123718,0.18219901406750888,0.12738260758999007,0.1487324585355852,0.08219294940448021,1.2942269936708675e-06,0.12,0.2126192885232288,0.12884469969230858,1.2942269936708675e-06,2110.713340943173,490.33801255455853,0.18961104618277907,2,230.99739345320347,490.33801255455853,0.0,22.345678242026764,253.70317737645536,0.0,0.02,938.0353831498265,22.345678242026764,2,126.41903262676607,50,230.99739345320347,0.12,50,0.0,0.18961104618277907,0.021695754044110657,253.7031773764554,0.1487324585355852,0.02,0.0,0.0,0.18219901406750888,0.0045803008,0.0009403481299123718,100,0.0,20,938.0353831498265,0.1426298138074077,1.1397836942815258,5.3699236,0.1656388484233982,1.1397836942815258,0.0,-0.168755,0.7738831170469089,253.7031773764554,0.021695754044110657,523.4534881248852,253.70317737645536,100,0.12884469969230858,21.46668872369194,126.41903262676607,0.0,0.0,0.1426298138074077,0.2126192885232288,0.022234198758178846,1.6126118747352637e-08,0.1,0.12738260758999007,21.46668872369194,523.4534881248852,0.0,0.00042171875,20,0.16917671,2110.713340943173,0.0018042804081080564,0.08219294940448021,0.1,0.0018042804081080564
,1100000,,,3.449262911892186e-07,,0.19223609629728028,0.1294465010029196,0.15518022799241563,,,,,,,1880.3121856147893,409.4602867291982,,,,409.4602867291982,0.01,22.11735169571775,,,,,22.11735169571775,,111.58673275045666,,,,,,,0.025881545857780453,,0.15518022799241563,,0.0,,0.19223609629728028,0.0055602123,,100,0.0,21,,0.17749326815865005,1.4722011049716996,5.3583426,,1.4722011049716996,0.01,-0.17171414,0.5691385367231552,,0.025881545857780453,307.2293041337475,,100,,,111.58673275045666,0.01,0.0,0.17749326815865005,,,3.449262911892186e-07,0.21,0.1294465010029196,,307.2293041337475,0.01,-0.0024752344,21,0.16923891,1880.3121856147893,0.0013602062842720682,,0.21,0.0013602062842720682
,1150000,,,1.2488232828250796e-11,,0.21150469214267,0.12946971044699096,0.166121053059091,,,,,,,1080.9653721115353,403.07728608252694,,,,403.07728608252694,0.01,22.415515961572495,,,,,22.415515961572495,,113.12605744107013,,,,,,,0.026981510027366123,,0.166121053059091,,0.0,,0.21150469214267,0.006124096,,100,0.0,22,,0.20274428372802183,1.4891209585435885,5.3370314,,1.4891209585435885,0.01,-0.14139546,0.5358571543877484,,0.026981510027366123,272.50163252180187,,100,,,113.12605744107013,0.0,0.0,0.20274428372802183,,,1.2488232828250796e-11,0.13,0.12946971044699096,,272.50163252180187,0.0,-6.75e-05,22,0.14132796,1080.9653721115353,0.0016084852830424454,,0.13,0.0016084852830424454
,1200000,,,3.2609185734736794e-08,,0.19843312387243767,0.12503568732220974,0.15641346011100876,,,,,,,1438.8925590966794,465.1727578144726,,,,465.1727578144726,0.0,22.12985798980976,,,,,22.12985798980976,,116.1151673021554,,,,,,,0.03674474973966584,,0.15641346011100876,,0.0,,0.19843312387243767,0.0058654724,,100,0.0,23,,0.1958462044319144,8.83126523305652,5.3067026,,8.83126523305652,0.0,-0.13700078,0.659067128189311,,0.03674474973966584,355.0490253771119,,100,,,116.1151673021554,0.01,0.0,0.1958462044319144,,,3.2609185734736794e-08,0.18,0.12503568732220974,,355.0490253771119,0.01,0.0009304687,23,0.13793126,1438.8925590966794,0.0030089717919112515,,0.18,0.0030089717919112515
,1250000,,,5.149977998013696e-09,,0.21377482784068338,0.12621291828386638,0.16319726310927657,,,,,,,1267.0698039970666,462.49961934606273,,,,462.49961934606273,0.0,22.281385094171053,,,,,22.281385094171053,,112.65381313313979,,,,,,,0.03692656845689567,,0.16319726310927657,,0.0,,0.21377482784068338,0.005314818,,100,0.0,24,,0.2116924063118111,5.692708035330321,5.2772617,,5.692708035330321,0.0,-0.1505436,0.5984746552589708,,0.03692656845689567,292.16052480429954,,100,,,112.65381313313979,0.01,0.0,0.2116924063118111,,,5.149977998013696e-09,0.14,0.12621291828386638,,292.16052480429954,0.01,0.0006949219,24,0.15123852,1267.0698039970666,0.003627208666835597,,0.14,0.003627208666835597
,1300000,,,1.7954565640954383e-10,,0.23917868574933623,0.13238608505840313,0.17629852154786987,,,,,,,1428.4559836513802,449.53922285693363,,,,449.53922285693363,0.01,22.348884347729133,,,,,22.348884347729133,,106.04810523999622,,,,,,,0.033444332255558956,,0.17629852154786987,,0.0,,0.23917868574933623,0.004804391,,100,0.0,25,,0.2032924727497607,0.4000521968674617,5.2487764,,0.4000521968674617,0.01,-0.10868063,0.6213892551481872,,0.033444332255558956,319.1104469159654,,100,,,106.04810523999622,0.0,0.0,0.2032924727497607,,,1.7954565640954383e-10,0.15,0.13238608505840313,,319.1104469159654,0.0,0.00039015626,25,0.109070785,1428.4559836513802,0.0026487320639577492,,0.15,0.0026487320639577492
,1350000,,,1.5337823148303605e-09,,0.28699375035263613,0.13715336070743786,0.206247528956492,,,,,,,1185.320229020395,294.6115799527139,,,,294.6115799527139,0.05,22.408416822361332,,,,,22.408416822361332,,74.97065735172185,,,,,,,0.03809709513278014,,0.206247528956492,,0.0,,0.28699375035263613,0.0038412865,,100,0.0,26,,0.24449603060260583,1.1645313971660198,5.224712,,1.1645313971660198,0.05,-0.15975149,0.5767725765402273,,0.03809709513278014,301.3685476379407,,100,,,74.97065735172185,0.0,0.0,0.24449603060260583,,,1.5337823148303605e-09,0.23,0.13715336070743786,,301.3685476379407,0.0,0.0014167187,26,0.1611682,1185.320229020395,0.002426034843659411,,0.23,0.002426034843659411
,1400000,,,3.8986400462840485e-08,,0.2481767487498317,0.12743885258753346,0.17779316333046413,,,,,,,1291.6769320352719,432.0504885196153,,,,432.0504885196153,0.0,21.601709383703575,,,,,21.601709383703575,,89.4322723176078,,,,,,,0.04566468199583322,,0.17779316333046413,,0.0,,0.2481767487498317,0.0058163307,,100,0.0,27,,0.27682044349547613,3.483485874354213,5.206939,,3.483485874354213,0.0,-0.13276109,0.6435610628594925,,0.04566468199583322,320.1874358352852,,100,,,89.4322723176078,0.0,0.0,0.27682044349547613,,,3.8986400462840485e-08,0.16,0.12743885258753346,,320.1874358352852,0.0,-0.00030734375,27,0.13245375,1291.6769320352719,0.0030023433565623658,,0.16,0.0030023433565623658
,1450000,,,3.217964935377077e-08,,0.31073548267424245,0.13464243608722018,0.20651887381150855,,,,,,,1461.404128210075,338.9697978474892,,,,338.9697978474892,0.04,22.424789538631824,,,,,22.424789538631824,,76.99748625449223,,,,,,,0.0347753377797299,,0.20651887381150855,,0.0,,0.31073548267424245,0.0062034763,,100,0.0,28,,0.25031316656412134,0.9461754539125591,5.1945286,,0.9461754539125591,0.04,-0.095209494,0.6412380831622515,,0.0347753377797299,319.26449512336626,,100,,,76.99748625449223,0.0,0.0,0.25031316656412134,,,3.217964935377077e-08,0.2,0.13464243608722018,,319.26449512336626,0.0,0.0011171876,28,0.09632668,1461.404128210075,0.0019203077763459986,,0.2,0.0019203077763459986
